"DateTime","TagName","Value","Type"
"27/11/2025 05:30:00","CIn1P_T1_ConsoMasse_ISO_Tot","70754,3828125","SHIFT_MAX"
"27/11/2025 05:30:00","CIn1P_T1_ConsoMasse_PO_Tot","103575,5546875","SHIFT_MAX"
"27/11/2025 05:30:00","CIn1P_T2_ConsoMasse_ISO_Tot","69992,1015625","SHIFT_MAX"
"27/11/2025 05:30:00","CIn1P_T2_ConsoMasse_PO_Tot","102747,3828125","SHIFT_MAX"
"27/11/2025 05:30:00","FIn1P_T1_ConsoMasse_ISO_Tot","59382,39453125","SHIFT_MAX"
"27/11/2025 05:30:00","FIn1P_T1_ConsoMasse_PO_Tot","88273,1953125","SHIFT_MAX"
"27/11/2025 05:30:00","FIn1P_T2_ConsoMasse_ISO_Tot","58998,7109375","SHIFT_MAX"
"27/11/2025 05:30:00","FIn1P_T2_ConsoMasse_PO_Tot","87892,59375","SHIFT_MAX"
"27/11/2025 05:30:00","FIn2P_T1_ConsoMasse_ISO_Tot","59284,20703125","SHIFT_MAX"
"27/11/2025 05:30:00","FIn2P_T1_ConsoMasse_PO_Tot","87826,7734375","SHIFT_MAX"
"27/11/2025 05:30:00","FIn2P_T2_ConsoMasse_ISO_Tot","58839,3046875","SHIFT_MAX"
"27/11/2025 05:30:00","FIn2P_T2_ConsoMasse_PO_Tot","87873,0234375","SHIFT_MAX"
"27/11/2025 05:30:00","JInjP_T1_ConsoMasse_ISO_Tot","65032,3515625","SHIFT_MAX"
"27/11/2025 05:30:00","JInjP_T1_ConsoMasse_PO_Tot","95466,3359375","SHIFT_MAX"
"27/11/2025 05:30:00","JInjP_T2_ConsoMasse_ISO_Tot","64411,80078125","SHIFT_MAX"
"27/11/2025 05:30:00","JInjP_T2_ConsoMasse_PO_Tot","95459,609375","SHIFT_MAX"
"27/11/2025 05:30:00","LDIn1P_T1_ConsoMasse_ISO_Tot","68124,390625","SHIFT_MAX"
"27/11/2025 05:30:00","LDIn1P_T1_ConsoMasse_PO_Tot","99161,8671875","SHIFT_MAX"
"27/11/2025 05:30:00","LDIn1P_T2_ConsoMasse_ISO_Tot","68095,4375","SHIFT_MAX"
"27/11/2025 05:30:00","LDIn1P_T2_ConsoMasse_PO_Tot","100290,9609375","SHIFT_MAX"
"27/11/2025 05:30:00","LDIn2P_T1_ConsoMasse_ISO_Tot","65703,3828125","SHIFT_MAX"
"27/11/2025 05:30:00","LDIn2P_T1_ConsoMasse_PO_Tot","97521,3984375","SHIFT_MAX"
"27/11/2025 05:30:00","LDIn2P_T2_ConsoMasse_ISO_Tot","65571,8359375","SHIFT_MAX"
"27/11/2025 05:30:00","LDIn2P_T2_ConsoMasse_PO_Tot","96901,859375","SHIFT_MAX"
"27/11/2025 13:30:00","CIn1P_T1_ConsoMasse_ISO_Tot","70754,3828125","SHIFT_MAX"
"27/11/2025 13:30:00","CIn1P_T1_ConsoMasse_PO_Tot","103575,5546875","SHIFT_MAX"
"27/11/2025 13:30:00","CIn1P_T2_ConsoMasse_ISO_Tot","69992,1015625","SHIFT_MAX"
"27/11/2025 13:30:00","CIn1P_T2_ConsoMasse_PO_Tot","102747,3828125","SHIFT_MAX"
"27/11/2025 13:30:00","FIn1P_T1_ConsoMasse_ISO_Tot","58106,51953125","SHIFT_MAX"
"27/11/2025 13:30:00","FIn1P_T1_ConsoMasse_PO_Tot","86609,4921875","SHIFT_MAX"
"27/11/2025 13:30:00","FIn1P_T2_ConsoMasse_ISO_Tot","57731,078125","SHIFT_MAX"
"27/11/2025 13:30:00","FIn1P_T2_ConsoMasse_PO_Tot","86236,0625","SHIFT_MAX"
"27/11/2025 13:30:00","FIn2P_T1_ConsoMasse_ISO_Tot","56694,27734375","SHIFT_MAX"
"27/11/2025 13:30:00","FIn2P_T1_ConsoMasse_PO_Tot","84262,078125","SHIFT_MAX"
"27/11/2025 13:30:00","FIn2P_T2_ConsoMasse_ISO_Tot","56268,8125","SHIFT_MAX"
"27/11/2025 13:30:00","FIn2P_T2_ConsoMasse_PO_Tot","84306,4609375","SHIFT_MAX"
"27/11/2025 13:30:00","JInjP_T1_ConsoMasse_ISO_Tot","58361,01171875","SHIFT_MAX"
"27/11/2025 13:30:00","JInjP_T1_ConsoMasse_PO_Tot","86930,59375","SHIFT_MAX"
"27/11/2025 13:30:00","JInjP_T2_ConsoMasse_ISO_Tot","58285,21484375","SHIFT_MAX"
"27/11/2025 13:30:00","JInjP_T2_ConsoMasse_PO_Tot","87590,640625","SHIFT_MAX"
"27/11/2025 13:30:00","LDIn1P_T1_ConsoMasse_ISO_Tot","64581,96484375","SHIFT_MAX"
"27/11/2025 13:30:00","LDIn1P_T1_ConsoMasse_PO_Tot","95200,2734375","SHIFT_MAX"
"27/11/2025 13:30:00","LDIn1P_T2_ConsoMasse_ISO_Tot","65531,96484375","SHIFT_MAX"
"27/11/2025 13:30:00","LDIn1P_T2_ConsoMasse_PO_Tot","95041,0078125","SHIFT_MAX"
"27/11/2025 13:30:00","LDIn2P_T1_ConsoMasse_ISO_Tot","64307,203125","SHIFT_MAX"
"27/11/2025 13:30:00","LDIn2P_T1_ConsoMasse_PO_Tot","94777,109375","SHIFT_MAX"
"27/11/2025 13:30:00","LDIn2P_T2_ConsoMasse_ISO_Tot","64428,58984375","SHIFT_MAX"
"27/11/2025 13:30:00","LDIn2P_T2_ConsoMasse_PO_Tot","94793,4296875","SHIFT_MAX"
"27/11/2025 15:33:57","JInjP_T1_ConsoMasse_ISO_Tot","18023,57421875","LOT_SNAP"
"27/11/2025 15:33:57","JInjP_T1_ConsoMasse_PO_Tot","26323,4296875","LOT_SNAP"
"27/11/2025 15:33:57","JInjP_T2_ConsoMasse_ISO_Tot","18001,98046875","LOT_SNAP"
"27/11/2025 15:33:57","JInjP_T2_ConsoMasse_PO_Tot","26525,91796875","LOT_SNAP"
"27/11/2025 21:30:00","CIn1P_T1_ConsoMasse_ISO_Tot","72748,28125","SHIFT_MAX"
"27/11/2025 21:30:00","CIn1P_T1_ConsoMasse_PO_Tot","106496,203125","SHIFT_MAX"
"27/11/2025 21:30:00","CIn1P_T2_ConsoMasse_ISO_Tot","72473,078125","SHIFT_MAX"
"27/11/2025 21:30:00","CIn1P_T2_ConsoMasse_PO_Tot","106861,5546875","SHIFT_MAX"
"27/11/2025 21:30:00","FIn1P_T1_ConsoMasse_ISO_Tot","59538,421875","SHIFT_MAX"
"27/11/2025 21:30:00","FIn1P_T1_ConsoMasse_PO_Tot","88503,953125","SHIFT_MAX"
"27/11/2025 21:30:00","FIn1P_T2_ConsoMasse_ISO_Tot","59153,7265625","SHIFT_MAX"
"27/11/2025 21:30:00","FIn1P_T2_ConsoMasse_PO_Tot","88122,359375","SHIFT_MAX"
"27/11/2025 21:30:00","FIn2P_T1_ConsoMasse_ISO_Tot","57578,73828125","SHIFT_MAX"
"27/11/2025 21:30:00","FIn2P_T1_ConsoMasse_PO_Tot","85365,6796875","SHIFT_MAX"
"27/11/2025 21:30:00","FIn2P_T2_ConsoMasse_ISO_Tot","57420,21875","SHIFT_MAX"
"27/11/2025 21:30:00","FIn2P_T2_ConsoMasse_PO_Tot","85488,3203125","SHIFT_MAX"
"27/11/2025 21:30:00","JInjP_T1_ConsoMasse_ISO_Tot","67472,78125","SHIFT_MAX"
"27/11/2025 21:30:00","JInjP_T1_ConsoMasse_PO_Tot","98507,15625","SHIFT_MAX"
"27/11/2025 21:30:00","JInjP_T2_ConsoMasse_ISO_Tot","67391,9375","SHIFT_MAX"
"27/11/2025 21:30:00","JInjP_T2_ConsoMasse_PO_Tot","99264,90625","SHIFT_MAX"
"27/11/2025 21:30:00","LDIn1P_T1_ConsoMasse_ISO_Tot","66207,953125","SHIFT_MAX"
"27/11/2025 21:30:00","LDIn1P_T1_ConsoMasse_PO_Tot","97597,140625","SHIFT_MAX"
"27/11/2025 21:30:00","LDIn1P_T2_ConsoMasse_ISO_Tot","67181,8671875","SHIFT_MAX"
"27/11/2025 21:30:00","LDIn1P_T2_ConsoMasse_PO_Tot","97433,859375","SHIFT_MAX"
"27/11/2025 21:30:00","LDIn2P_T1_ConsoMasse_ISO_Tot","65588,5625","SHIFT_MAX"
"27/11/2025 21:30:00","LDIn2P_T1_ConsoMasse_PO_Tot","95854,0859375","SHIFT_MAX"
"27/11/2025 21:30:00","LDIn2P_T2_ConsoMasse_ISO_Tot","65712,3671875","SHIFT_MAX"
"27/11/2025 21:30:00","LDIn2P_T2_ConsoMasse_PO_Tot","95870,5859375","SHIFT_MAX"
"28/11/2025 01:47:33","LDIn1P_T1_ConsoMasse_ISO_Tot","36706,5234375","LOT_SNAP"
"28/11/2025 01:47:33","LDIn1P_T1_ConsoMasse_PO_Tot","54553,6328125","LOT_SNAP"
"28/11/2025 01:47:33","LDIn1P_T2_ConsoMasse_ISO_Tot","37246,47265625","LOT_SNAP"
"28/11/2025 01:47:33","LDIn1P_T2_ConsoMasse_PO_Tot","54462,36328125","LOT_SNAP"
"28/11/2025 01:47:33","LDIn2P_T1_ConsoMasse_ISO_Tot","37655,3984375","LOT_SNAP"
"28/11/2025 01:47:33","LDIn2P_T1_ConsoMasse_PO_Tot","54980,6484375","LOT_SNAP"
"28/11/2025 01:47:33","LDIn2P_T2_ConsoMasse_ISO_Tot","37726,4765625","LOT_SNAP"
"28/11/2025 01:47:33","LDIn2P_T2_ConsoMasse_PO_Tot","54990,11328125","LOT_SNAP"
"28/11/2025 02:10:01","FIn1P_T1_ConsoMasse_ISO_Tot","34876,4921875","LOT_SNAP"
"28/11/2025 02:10:01","FIn1P_T1_ConsoMasse_PO_Tot","51582,33203125","LOT_SNAP"
"28/11/2025 02:10:01","FIn1P_T2_ConsoMasse_ISO_Tot","34651,1484375","LOT_SNAP"
"28/11/2025 02:10:01","FIn1P_T2_ConsoMasse_PO_Tot","51359,93359375","LOT_SNAP"
"28/11/2025 02:10:01","FIn2P_T1_ConsoMasse_ISO_Tot","34745,30859375","LOT_SNAP"
"28/11/2025 02:10:01","FIn2P_T1_ConsoMasse_PO_Tot","51344,94140625","LOT_SNAP"
"28/11/2025 02:10:01","FIn2P_T2_ConsoMasse_ISO_Tot","34658,82421875","LOT_SNAP"
"28/11/2025 02:10:01","FIn2P_T2_ConsoMasse_PO_Tot","51526,94921875","LOT_SNAP"
"28/11/2025 05:30:00","CIn1P_T1_ConsoMasse_ISO_Tot","72748,28125","SHIFT_MAX"
"28/11/2025 05:30:00","CIn1P_T1_ConsoMasse_PO_Tot","106496,203125","SHIFT_MAX"
"28/11/2025 05:30:00","CIn1P_T2_ConsoMasse_ISO_Tot","72473,078125","SHIFT_MAX"
"28/11/2025 05:30:00","CIn1P_T2_ConsoMasse_PO_Tot","106861,5546875","SHIFT_MAX"
"28/11/2025 05:30:00","FIn1P_T1_ConsoMasse_ISO_Tot","60821,84765625","SHIFT_MAX"
"28/11/2025 05:30:00","FIn1P_T1_ConsoMasse_PO_Tot","90178,828125","SHIFT_MAX"
"28/11/2025 05:30:00","FIn1P_T2_ConsoMasse_ISO_Tot","60428,86328125","SHIFT_MAX"
"28/11/2025 05:30:00","FIn1P_T2_ConsoMasse_PO_Tot","89790,015625","SHIFT_MAX"
"28/11/2025 05:30:00","FIn2P_T1_ConsoMasse_ISO_Tot","61230,26171875","SHIFT_MAX"
"28/11/2025 05:30:00","FIn2P_T1_ConsoMasse_PO_Tot","90536,4140625","SHIFT_MAX"
"28/11/2025 05:30:00","FIn2P_T2_ConsoMasse_ISO_Tot","61077,84765625","SHIFT_MAX"
"28/11/2025 05:30:00","FIn2P_T2_ConsoMasse_PO_Tot","90857,3515625","SHIFT_MAX"
"28/11/2025 05:30:00","JInjP_T1_ConsoMasse_ISO_Tot","67472,78125","SHIFT_MAX"
"28/11/2025 05:30:00","JInjP_T1_ConsoMasse_PO_Tot","98507,15625","SHIFT_MAX"
"28/11/2025 05:30:00","JInjP_T2_ConsoMasse_ISO_Tot","67391,9375","SHIFT_MAX"
"28/11/2025 05:30:00","JInjP_T2_ConsoMasse_PO_Tot","99264,90625","SHIFT_MAX"
"28/11/2025 05:30:00","LDIn1P_T1_ConsoMasse_ISO_Tot","69135,7265625","SHIFT_MAX"
"28/11/2025 05:30:00","LDIn1P_T1_ConsoMasse_PO_Tot","102357,5234375","SHIFT_MAX"
"28/11/2025 05:30:00","LDIn1P_T2_ConsoMasse_ISO_Tot","70152,7109375","SHIFT_MAX"
"28/11/2025 05:30:00","LDIn1P_T2_ConsoMasse_PO_Tot","102186,28125","SHIFT_MAX"
"28/11/2025 05:30:00","LDIn2P_T1_ConsoMasse_ISO_Tot","68340,09375","SHIFT_MAX"
"28/11/2025 05:30:00","LDIn2P_T1_ConsoMasse_PO_Tot","99783,375","SHIFT_MAX"
